change_24h,market_cap,name,price,volume_24h
-2.81%,N/A,Savanna Haus,$0.004683,N/A
+0.00%,N/A,Savant AI,$0.00002601,"$153,910"
+5.49%,N/A,Save America,$0.002424,N/A
+1.59%,N/A,Save and Gain,$0.0007209,N/A
+0.00%,N/A,Save Animals,$0.000000000008273,N/A
+0.00%,N/A,SAVE CARDANO,$0.00000002403,N/A
+0.00%,N/A,Save Elon Coin,$0.0000003178,N/A
+1.78%,N/A,Save Environment Token,$0.001311,N/A
+0.00%,N/A,Save The Banks,$0.000001388,N/A
+0.00%,N/A,SaveAnimal,$0.0000000001396,N/A
+0.00%,N/A,SAVEBEE FARM HONEYCOMB,$0.0004854,N/A
+0.00%,N/A,SaveBritney,$0.00121,N/A
+0.00%,N/A,SAVENFT,$0.0000000004086,N/A
+0.00%,N/A,SaveNode,$0.0002153,"$2,195"
+3.69%,N/A,SavePlanetEarth,$0.01297,N/A
+0.00%,N/A,SaverToken,$0.000001315,N/A
+0.00%,N/A,SaveToken,$0.00009996,$0.9019
+10.12%,N/A,SaveYourAssets,$0.000000004602,$4.9 M
+0.06%,N/A,Savings Dai,$1.09,$71
+0.22%,N/A,Savvy,$0.1773,N/A
+0.00%,N/A,saxumdao,$0.000005562,N/A
+0.00%,N/A,SaylorMoon,$0.0000000001315,N/A
+0.00%,N/A,SB Group,$0.0000003711,N/A
+0.00%,N/A,SBER,$0.00001584,"$41,887"
-0.17%,N/A,SBET,$0.003853,N/A
+0.00%,N/A,SBF Goes to Prison,$0.03389,$127
+0.36%,N/A,SBF In Jail,$0.00000000006026,N/A
+0.00%,N/A,sBTC,$0.009854,N/A
+0.00%,N/A,Scalara NFT Index,$4.00,"$36,453"
-3.70%,N/A,Scaleton,$6.00,N/A
+0.00%,N/A,SCAM,$0.00031,"$17,896"
-19.73%,N/A,ScamFari token,$0.00008314,$95
-0.03%,N/A,ScamPump,$0.008163,N/A
+0.00%,N/A,Scan DeFi,$0.000126,$7
-0.08%,N/A,Scanetchain,$0.000007088,"$27,449"
-9.44%,N/A,ScapesMania,$0.002043,N/A
+0.00%,N/A,Scarab Finance,$0.01337,"$1,262"
+0.87%,N/A,Scarab Tools,$0.0051,N/A
+0.00%,N/A,SCARDust,$0.000000001796,N/A
+0.00%,N/A,ScareCrow,$0.03872,N/A
+0.00%,N/A,ScarFace Lion,$0.00000000004242,N/A
+0.00%,N/A,ScarpaCoin,$0.000742,N/A
+0.00%,N/A,SCARY,$0.000001366,N/A
+0.00%,N/A,Scary Bunny,$0.000000000000445,N/A
+0.00%,N/A,Scary Chain Capital v2,$0.00000005051,N/A
+0.00%,N/A,ScarySwap.Io,$0.000051,N/A
+0.00%,N/A,Scat,$0.00000000007947,N/A
+0.00%,N/A,SCC DIGforIT,$0.00639,N/A
+0.00%,N/A,Schilling-Coin,$0.0006557,"$314,503"
+6.64%,N/A,School Hack Coin,$0.2136,N/A
+0.00%,N/A,Schrodinger,$0.0000007027,"$35,523"
+0.66%,N/A,Schrodinger,$2.58,$787
+3.31%,N/A,Schrodinger,$0.0000006418,N/A
+0.00%,N/A,Schrodinger AI,$0.00005389,"$32,090"
N/A,N/A,Schrödi,$0.004874,N/A
+0.00%,N/A,SchwiftAI,$0.0001631,N/A
+0.00%,N/A,SCI Coin,$0.00003249,N/A
+0.00%,N/A,Scientia,$0.0002854,N/A
+0.00%,N/A,Scientix,$0.03721,N/A
+0.00%,N/A,SCIFI Index,$0.8278,$94
+9.22%,N/A,sciViVe,$0.0000000007353,N/A
+0.00%,N/A,Scoobi Doge,$0.0000006764,N/A
+0.00%,N/A,Scooby,$0.00000000008609,N/A
+0.00%,N/A,SCOOBY,$0.0000000001755,N/A
+0.00%,N/A,Scooby Doo,$0.0000000000976,$3
+0.00%,N/A,ScooterCoin,$0.0002916,N/A
+0.00%,N/A,Scope,$0.00000002748,N/A
+0.81%,N/A,Scopuly Coin,$0.01459,N/A
-2.15%,N/A,Score Token,$0.00001234,N/A
+0.00%,N/A,Scorefam,$0.0000000005553,N/A
+0.00%,N/A,Scorpion Finance,$0.000001013,N/A
-5.23%,N/A,Scottish,$0.00008425,"$263,499"
-12.29%,N/A,Scotty The Ai,$0.005512,N/A
+0.00%,N/A,Scouthub,$0.00006024,N/A
+0.00%,N/A,Scrap,$0.003019,N/A
+0.00%,N/A,SCRAPPY,$0.00000000002533,N/A
+0.00%,N/A,Scrappy,$0.000000000001165,$0.5202
+13.88%,N/A,Scratch,$0.005811,N/A
+0.00%,N/A,Scrilla,$0.00004801,N/A
+0.00%,N/A,SCRIV NETWORK,$0.000347,N/A
+0.00%,N/A,SCRO Holdings,$0.00002254,$934
-1.17%,N/A,Scrooge,$0.000000002523,N/A
+0.00%,N/A,Scrooge Coin,$0.0003406,N/A
+0.00%,N/A,SCV.finance Token,$0.0001138,$6
-0.95%,N/A,SDAO,$0.002212,N/A
+0.00%,N/A,sDEFI,"$22,546.37",$900
-2.65%,N/A,SDOGE,$0.0000008035,N/A
+0.00%,N/A,SEA,$0.0004778,N/A
+0.00%,N/A,Sea Oceanus,$23.20,N/A
+0.00%,N/A,Sea Token,$0.03995,N/A
+0.00%,N/A,SeaChain,$0.0000003053,N/A
+0.00%,N/A,Seadog Metaverse,$0.007387,N/A
+0.00%,N/A,SeahorseChain,$0.0003048,"$182,124"
+1.28%,N/A,Seal,$0.7282,N/A
+0.00%,N/A,Sealem Token,$0.0001096,"$71,671"
+10.48%,N/A,Sealwifhat,$0.0009556,$1.36 M
-0.17%,N/A,Seamans Token,$19.16,"$599,027"
-2.33%,N/A,Seamless,$5.19,N/A
+0.00%,N/A,SeamlessSwap,$0.00007006,N/A
+0.00%,N/A,SeanceCircle,$0.0001126,"$70,345"
+5.39%,N/A,SeaPad,$0.1307,"$1,947"
+11.37%,N/A,Search,$0.04339,N/A
+0.00%,N/A,Search Optimizatio,$0.0001158,N/A
+0.00%,N/A,SeatlabNFT,$0.003577,N/A
-1.33%,N/A,SEC,$0.00000001348,N/A
+0.00%,N/A,Secret,$0.001837,N/A
+0.00%,N/A,Secret (ERC20),$0.2502,N/A
+0.00%,N/A,Secret Finance,$0.003209,N/A
+0.00%,N/A,Secret Gem,$0.1282,$15
+3.16%,N/A,Secret Skellies Society,$0.0006958,"$24,930"
+4.54%,N/A,Secretum,$0.001219,N/A
+0.00%,N/A,Secretworld,$0.0000003487,"$19,997"
+5.94%,N/A,SECTBOT,$0.2913,$3
+2.30%,N/A,Sector Finance,$0.04631,N/A
+0.00%,N/A,Secure,$0.5984,N/A
+0.00%,N/A,Secured Marsupial,$0.000000000006789,$112
-0.13%,N/A,Secured MoonRat Token,$0.000000001689,N/A
+0.00%,N/A,Secured Ship,$0.00000000001391,N/A
+0.00%,N/A,Security,$0.000000001628,N/A
+0.00%,N/A,SEDA,$0.00000001099,"$101,117"
+0.00%,N/A,SEED,$10.63,N/A
+0.00%,N/A,SEED,$0.003374,N/A
+0.00%,N/A,Seed Club,$1.62,"$811,535"
-1.45%,N/A,Seed.Photo,$1.22,N/A
+0.00%,N/A,SeedBox,$0.08084,N/A
+0.00%,N/A,Seeded Network,$0.0006017,N/A
+0.00%,N/A,Seeder Finance,$0.0001444,N/A
+0.00%,N/A,Seedling,$0.006571,N/A
+0.00%,N/A,SEEDx,$0.04288,"$15,093"
-0.16%,N/A,Seek Tiger,$0.0002602,N/A
-25.80%,N/A,Seele-N,$0.0000215,N/A
+0.00%,N/A,SEEN,$0.06116,N/A
+0.00%,N/A,Seesaw,$0.0002134,N/A
+0.00%,N/A,Sega,$0.0000000001079,N/A
+0.00%,N/A,Seiren Games Network,$0.0018,N/A
+0.00%,N/A,Seismic,$0.002432,$460
-11.30%,N/A,Sekai DAO,$0.000004657,"$22,700"
-5.77%,N/A,SEKAI GLORY,$0.004701,N/A
+0.00%,N/A,SEKOPAY,$0.001175,"$122,123"
+0.00%,N/A,Sektor Token,$0.02039,N/A
+0.00%,N/A,SELENA INU,$0.0000000000006567,N/A
+0.00%,N/A,SelfBar,$0.5102,$702
-4.12%,N/A,Selfie Cat,$0.000008865,$3.13 M
-17.49%,N/A,SelfieDogCoin,$0.01063,"$3,614"
-7.30%,N/A,SelfieSteve,$0.00004749,$191
+17.13%,N/A,SelfToken,$0.5547,$6
-0.12%,N/A,Sell Token,$0.001533,N/A
+0.00%,N/A,semicon1,$6.50,N/A
+0.00%,N/A,Semitoken,$0.00009979,N/A
+0.00%,N/A,Senator Karen,$0.00001393,N/A
+0.00%,N/A,Send It,$0.000000000967,"$7,375"
+0.80%,N/A,Send Token,$0.0003323,"$16,893"
+4.34%,N/A,Sendpicks,$0.0001044,"$7,032"
-0.72%,N/A,Seneca,$0.004943,"$519,907"
+24.59%,N/A,Sensay,$0.001209,N/A
+0.00%,N/A,Sense,$0.001788,"$1,547"
+0.96%,N/A,SENSE4FIT,$0.001152,N/A
+0.00%,N/A,Sensei,$0.000008783,N/A
+0.00%,N/A,Sensei Shib,$0.00000008555,N/A
+0.00%,N/A,Sensei Token,$0.000001528,N/A
+0.00%,N/A,Sensible.Finance,$0.0000000005362,N/A
+0.00%,N/A,Sensor Protocol,$0.00007246,N/A
+0.00%,N/A,Senspark,$0.001134,N/A
+0.00%,N/A,Sentiment Token,$0.01119,"$3,413"
-5.80%,N/A,Sentinel Bot Ai,$0.0003162,N/A
+0.00%,N/A,Sentivate,$0.000157,"$55,723"
-4.34%,N/A,SEOR,$0.001659,N/A
+0.00%,N/A,SER,$0.0000001948,N/A
+0.00%,N/A,Ser Token,$0.00000002636,N/A
+0.00%,N/A,Serene,$2.45,N/A
+0.00%,N/A,Serenity,$0.0000000000004417,$4.96 M
-0.00%,N/A,Serenity Shield,$0.2418,N/A
+0.00%,N/A,SERGS,$0.05953,N/A
+0.00%,N/A,Serum Ecosystem Token,$1.86,N/A
+0.00%,N/A,Sesameseed,$0.02071,N/A
-0.02%,N/A,SESTERCE MONEY,$0.013,N/A
+0.00%,N/A,Setter Protocol,$0.0009209,N/A
+0.00%,N/A,Severe Rise Games Token,$0.00007682,N/A
+0.00%,N/A,Sewer Rat Social Club CHIZ Token,$0.0002389,"$29,451"
+6.85%,N/A,Sex One,"$5,823,971.21",N/A
+0.00%,N/A,Sexn,$0.0008335,"$459,920"
+17.31%,N/A,Señor Dip,$0.001263,N/A
+0.00%,N/A,Sgt.SHIB,$0.0000000002151,N/A
+0.00%,N/A,Shade Cash,$0.006585,N/A
+0.00%,N/A,Shadetech,$1.28,"$268,400"
-15.60%,N/A,Shadow Node,$0.007202,$4
+33.20%,N/A,Shadow Token,$0.005672,N/A
+0.00%,N/A,SHADOW WIZARD MONEY GANG,$0.0008314,N/A
+0.00%,N/A,Shadow Wolves,$0.000000000001089,N/A
+0.00%,N/A,Shadowcats,$0.05652,N/A
+0.00%,N/A,ShadowFi,$0.006371,$337
-4.44%,N/A,Shadowswap Finance,$0.02574,N/A
+0.00%,N/A,SHAEL RUNE - Rune.Game,$0.1715,N/A
+0.00%,N/A,SHAGGY INU,$0.0000000548,N/A
+0.00%,N/A,Shaka,$0.000000000001859,N/A
+5.16%,N/A,Shakita Inu,$0.0001139,N/A
+0.00%,N/A,Shalom,$0.00004888,N/A
+0.00%,N/A,Shaman King Inu,$0.000000000004048,$52
-0.56%,N/A,Shambala,$0.0000000001037,$49
+1.25%,N/A,Shanghai Inu,$0.000000000185,N/A
-25.04%,N/A,Shanum,$0.0001842,N/A
+0.00%,N/A,ShapePay,$0.00121,N/A
+0.00%,N/A,Shar Pei,$0.000005411,"$19,392"
+6.67%,N/A,SHARBI,$0.000009312,N/A
+0.00%,N/A,ShardingDAO,$0.1124,"$18,302"
+15.80%,N/A,SHARE,$0.0002149,N/A
+0.00%,N/A,Share NFT Token,$0.001094,N/A
+0.00%,N/A,ShareAt,$0.03812,N/A
-0.02%,N/A,shares.finance,$0.24,N/A
+0.00%,N/A,Sharity,$0.000000000001437,$10.25 M
+7.91%,N/A,Shark Cat,$0.1234,N/A
+0.00%,N/A,Shark Girl,$0.00000004541,N/A
-0.01%,N/A,Shark Lock,$0.004925,"$132,016"
-5.63%,N/A,Sharky,$0.08336,$7
+1.29%,N/A,Sharky Swap,$0.0004753,N/A
+0.00%,N/A,SHAUN INU,$0.00000000000005687,N/A
+0.00%,N/A,SHD CASH,$0.00007167,N/A
+0.00%,N/A,SheBollETH Commerce,$0.00001168,"$6,246"
+0.00%,N/A,Sheeba Inu,$0.00000001922,N/A
+0.00%,N/A,Sheep Game,$0.000006336,N/A
+0.00%,N/A,SheepASheep,$0.0007475,"$139,360"
+8.27%,N/A,Sheertopia,$1.15,N/A
+0.00%,N/A,Sheesh,$0.00000004869,N/A
+0.00%,N/A,SHEESH,$0.0000001966,N/A
+0.00%,N/A,Sheikh Inu,$0.0000000003888,N/A
+0.00%,N/A,Sheikh Pepe,$0.0000008153,N/A
+0.00%,N/A,SheikhSolana,$0.00002278,$696
+0.00%,N/A,Shelby TOKEN,$0.0002897,"$19,241"
-17.39%,N/A,Shelling,$0.000002007,"$1,452"
+0.77%,N/A,SHELTERZ,$0.004089,$460
+0.49%,N/A,Shen,$0.5125,N/A
+0.00%,N/A,SHENG,$0.00009996,N/A
+0.00%,N/A,Shengweihu,$0.000000001195,N/A
+0.00%,N/A,Shengweitu,$0.000000002002,N/A
+0.00%,N/A,ShenZhou16,$0.0000004633,N/A
+0.00%,N/A,Shepherd Inu,$0.003013,N/A
+0.00%,N/A,Sherlock,$0.0001259,N/A
+0.00%,N/A,Sherlock Wallet,$0.0000001126,N/A
+0.00%,N/A,Sherlock365,$0.000000000002079,N/A
+0.00%,N/A,Sherpa,$0.02422,"$7,274"
-0.18%,N/A,Shezmu,$2.31,$38
+0.08%,N/A,Shib Army,$0.0000000007963,$35
+10.27%,N/A,Shib Generating,$0.000008799,N/A
+0.00%,N/A,Shib Ninja Token,$0.0000000003963,"$466,924"
-18.90%,N/A,SHIB ON SOLANA,$0.0001862,$303
+9.34%,N/A,Shib1,$0.0003104,"$1,928"
-7.56%,N/A,SHIB2,$0.0004032,N/A
+0.00%,N/A,SHIB2.0,$0.0001188,"$363,446"
+0.95%,N/A,Shib2.0,$0.000000002466,"$4,470"
+13.86%,N/A,Shiba,$0.0000000004696,$147
+1.83%,N/A,Shiba 2.0,$0.000000000001238,"$1,630"
+9.99%,N/A,Shiba 3.0,$0.0000000000000003954,N/A
+0.00%,N/A,SHIBA AI,$0.00000000006054,N/A
+0.00%,N/A,SHIBA AI (new),$0.00004,"$176,075"
+0.43%,N/A,Shiba Armstrong,$0.001793,N/A
+0.00%,N/A,Shiba BSC,$0.000000008337,N/A
+0.00%,N/A,Shiba Cartel,$0.00000002225,N/A
+0.00%,N/A,Shiba CEO,$0.000000000000202,N/A
+0.00%,N/A,SHIBA CLASSIC,$0.00000001028,N/A
+0.00%,N/A,Shiba Classic,$0.0000000005676,N/A
+0.00%,N/A,Shiba Corp,$0.0000000003032,N/A
+0.00%,N/A,Shiba Dollars,$0.00000000004651,N/A
+0.00%,N/A,Shiba Dragon,$0.00000000006668,N/A
+0.00%,N/A,Shiba Elon,$0.0000000003866,N/A
-1.06%,N/A,Shiba Fame,$0.000002686,N/A
+0.00%,N/A,Shiba Fantom,$0.000000000001241,N/A
+0.00%,N/A,Shiba Finance,$0.00000633,$670
+0.00%,N/A,Shiba Floki Trillionaire,$0.000015,N/A
+0.00%,N/A,Shiba Games,$0.0000000009313,"$2,680"
+4.78%,N/A,Shiba Girlfriend,$0.0000000009369,N/A
+0.00%,N/A,Shiba Heist,$0.00002487,N/A
+0.00%,N/A,Shiba Hex Pulse,$0.0000000274,N/A
+0.00%,N/A,Shiba Hunter,$0.00000000000000000005,N/A
+0.00%,N/A,Shiba Interstellar,$0.00000000002974,N/A
+0.00%,N/A,Shiba Inu Billionaire,$0.0000000002327,N/A
-0.01%,N/A,Shiba Inu Classic,$0.0000000269,N/A
+0.00%,N/A,Shiba Inu Empire,$0.00000000003211,N/A
+0.00%,N/A,Shiba Inu Farm,$0.00000000001497,N/A
+0.00%,N/A,Shiba Inu Mother,$0.000000004,$2
-1.30%,N/A,Shiba Inu Pay,$0.00000000006343,$63
+4.10%,N/A,SHIBA INU X,$0.007968,N/A
+0.00%,N/A,SHIBA LIGHT,$0.0006691,N/A
+0.00%,N/A,Shiba Lite,$0.0000000006381,N/A
+0.00%,N/A,Shiba Metaverse,$0.00000000003866,N/A
+0.00%,N/A,Shiba Monk,$0.000000001267,N/A
+0.00%,N/A,Shiba Nodes,$0.00001941,N/A
+0.00%,N/A,Shiba Rewards,$0.00000003783,N/A
+0.00%,N/A,Shiba Samurai,$0.2257,N/A
+0.00%,N/A,Shiba Titian,$0.0002452,$46
+0.00%,N/A,Shiba toby,$0.000000006483,N/A
+0.00%,N/A,Shiba Universe,$0.00000000000000000095,$703
+6.55%,N/A,Shiba V Pepe,$0.0000000006313,N/A
+0.00%,N/A,Shiba Viking,$0.00000008018,N/A
+0.00%,N/A,Shiba Watch,$0.00000000009947,N/A
+0.00%,N/A,Shiba wolf,$0.00000005562,N/A
+0.00%,N/A,Shiba World Cup,$0.00006288,N/A
+0.00%,N/A,Shiba X,$0.0002261,N/A
+0.00%,N/A,SHIBA2K22,$0.00000000006328,"$245,762"
+9.42%,N/A,SHIBAAI,$0.000000004366,N/A
+0.00%,N/A,ShibaBCH,$0.000000000003176,N/A
-0.02%,N/A,ShibaBitcoin,$3.73,N/A
+0.00%,N/A,ShibaBNB.org,$0.000000000006001,N/A
+0.00%,N/A,ShibaBurn,$0.0000000004034,N/A
+0.00%,N/A,ShibaCash,$0.000000002227,N/A
+0.00%,N/A,SHIBACK,$0.00003554,$463
-1.30%,N/A,ShibaCorgi,$0.0000000000000000809,"$163,559"
+4.21%,N/A,ShibaDoge,$0.00000000000000006645,N/A
-0.59%,N/A,SHIBADOGEPEPE,$0.0000000000006585,N/A
+0.00%,N/A,ShibaDuff,$0.000000000365,N/A
+0.00%,N/A,ShibaElonVerse,$0.000000004869,N/A
+0.00%,N/A,ShibaForest,$0.00000008923,N/A
+0.00%,N/A,SHIBAFRIEND,$0.05498,N/A
+0.00%,N/A,ShibaGalaxy,$0.0000004604,N/A
+0.00%,N/A,ShibAI Labs,$0.0000001409,N/A
+0.00%,N/A,ShibaInu Finance,$0.00000275,"$29,459"
-2.35%,N/A,ShibaInu On Solana,$0.00007912,N/A
+0.31%,N/A,ShibaKeanu,$0.000000002037,$54
+11.42%,N/A,Shibaken Finance,$0.00000000001837,N/A
+0.00%,N/A,Shibalana,$0.000002658,N/A
+0.00%,N/A,ShibaMask,$0.0000000005564,N/A
+0.00%,N/A,Shibamon,$0.00000002811,N/A
+0.00%,N/A,ShibaMoon,$0.0000000001851,N/A
+0.00%,N/A,ShibaMoon,$0.000002658,N/A
+0.00%,N/A,Shibana,$0.0000000656,N/A
+0.00%,N/A,Shibanaut Token,$0.0000001502,N/A
+0.00%,N/A,Shibance,$0.003533,"$1,018"
-13.82%,N/A,ShibaNFT,$0.00000000005001,N/A
+0.00%,N/A,Shibanomics,$0.0000002541,N/A
+0.00%,N/A,ShibAnon,$0.00000847,N/A
+0.00%,N/A,ShibaNova,$0.02649,N/A
+0.00%,N/A,ShibaPad,$0.00006828,$85
-3.65%,N/A,ShibaPoconk,$0.0000000003692,N/A
+0.00%,N/A,ShibaPup,$0.28,$568
-3.06%,N/A,Shibaqua,$0.0000006372,N/A
+0.00%,N/A,Shibarium DAO,$0.0002251,N/A
+0.00%,N/A,Shibarium Name Service,$0.0000004758,N/A
+0.00%,N/A,Shibarium Pad,$0.001819,$161
-3.67%,N/A,Shibarium Perpetuals,$0.00021,N/A
+0.00%,N/A,Shibarium Radar,$0.0001768,"$118,805"
+0.00%,N/A,Shibarium Token,$0.0009948,N/A
+0.00%,N/A,Shibarium Token,$0.0007758,N/A
+0.00%,N/A,Shibarium Token,$0.0005131,N/A
+0.00%,N/A,ShibariumAI,$0.04457,N/A
+0.00%,N/A,ShibarmyZilla,$0.000000000002199,N/A
+0.00%,N/A,ShibaRocket,$0.0001708,N/A
+0.00%,N/A,Shibas Wife,$0.0000003359,N/A
+0.00%,N/A,ShibaSpaceToken,$0.00009072,N/A
+0.00%,N/A,ShibaTsuka,$0.00000001299,N/A
+0.00%,N/A,ShibaWallet,$0.00004801,N/A
+0.00%,N/A,ShibaZilla,$0.00000000006808,$180
+0.97%,N/A,ShibaZilla,$0.00000000000000000349,N/A
+0.00%,N/A,ShibaZilla,$0.000001336,N/A
+0.00%,N/A,ShibaZilla2.0 (new),$0.00000003222,N/A
+0.00%,N/A,Shibboo Inu,$0.000000000002563,N/A
+0.00%,N/A,Shibby,$0.000000000562,N/A
+0.00%,N/A,SHIBCAT,$0.00000000004004,$2
+9.71%,N/A,ShibCEO,$0.0000000000003264,N/A
+0.00%,N/A,ShibChain,$0.00000000008115,N/A
+0.00%,N/A,Shibcraft,$0.00603,$187
+8.77%,N/A,ShibElon,$0.000000201,N/A
+0.00%,N/A,ShibFalcon,$0.000000006142,N/A
+0.00%,N/A,ShibFueL,$0.0000000004779,N/A
+0.00%,N/A,Shibgeki,$0.00000000000000000266,N/A
+0.00%,N/A,ShibGO,$0.00002235,N/A
+0.00%,N/A,SHiBGOTCHi,$0.000000000002053,N/A
+0.00%,N/A,Shibird,$0.00001498,N/A
+1.01%,N/A,ShibKiller,$0.0000000001765,$68
+10.20%,N/A,Shibking Inu,$0.0000000004384,N/A
+0.00%,N/A,ShibLa,$0.000000000115,N/A
+0.00%,N/A,ShiblonMoon,$0.000000001559,N/A
+0.00%,N/A,Shibnaki,$0.0000001405,N/A
+0.00%,N/A,Shibnaut,$0.00003504,"$56,163"
+0.00%,N/A,Shibnobi,$0.00000000000000000945,N/A
-0.02%,N/A,Shibnobi(New),$0.00002496,N/A
+0.00%,N/A,Shiboki,$0.00000007435,N/A
+0.00%,N/A,SHIBONE INU,$0.00000000004244,N/A
+0.00%,N/A,Shibonics,$0.0000001307,N/A
+0.00%,N/A,Shibonk,$0.0000000003255,"$24,418"
-0.53%,N/A,SHIBONK,$3.99,N/A
+0.00%,N/A,SHIBORG INU,$0.0000000001922,N/A
+0.00%,N/A,Shiboshi,$0.00000000855,N/A
+0.00%,N/A,Shibosu,$0.00000004288,N/A
+0.00%,N/A,Shibosu,$0.00000000001653,N/A
+0.00%,N/A,SHIBOT,$0.00000001765,N/A
+0.00%,N/A,Shibrobi,$0.0000000000001393,N/A
+0.00%,N/A,ShibRWD,$0.0000000001484,"$1,136"
-4.66%,N/A,Shibsol,$0.0000004072,N/A
+0.00%,N/A,Shibtama,$0.0000000153,N/A
+0.00%,N/A,Shibtoro,$0.00000000000000000452,$39
+7.17%,N/A,SHIBU INU,$0.00000000001499,N/A
+0.00%,N/A,Shibu Life,$0.00000007023,N/A
+0.00%,N/A,ShibWallet,$0.01531,"$508,878"
-18.13%,N/A,shibwifhat,$0.004005,N/A
+0.00%,N/A,Shibzelda,$0.00000006802,N/A
+0.00%,N/A,Shichi,$0.00001212,N/A
+0.00%,N/A,Shido Inu,$0.0000009701,N/A
+0.00%,N/A,SHIELD,$0.5031,N/A
+0.00%,N/A,Shield,$0.04966,N/A
+0.00%,N/A,Shield Finance,$0.0006582,N/A
+0.00%,N/A,Shield Network,$0.000001019,N/A
+0.00%,N/A,Shield Protocol,$0.00000008787,N/A
+0.00%,N/A,Shiftal,$0.03735,N/A
+0.00%,N/A,Shifu,$0.00000001463,N/A
+0.00%,N/A,Shih Tzu,$0.00008896,N/A
+0.00%,N/A,Shih Tzu Inu,$0.00000000004441,$219
-1.94%,N/A,Shihtzu Exchange,$0.000000000783,N/A
+0.00%,N/A,Shika Token,$0.0005861,N/A
+0.00%,N/A,Shikage,$0.0001844,"$4,221"
-0.45%,N/A,SHIKOKU,$0.000000001438,N/A
+0.00%,N/A,Shila Inu,$0.0000001689,N/A
+0.00%,N/A,Shill & Win,$0.000134,N/A
+2.05%,N/A,Shill Guard Token,$0.007088,N/A
+0.00%,N/A,SHILLD,$0.01219,N/A
+0.00%,N/A,Shillit App,$0.0000006823,N/A
+0.00%,N/A,Shima Enaga,$0.000003619,"$66,131"
-5.36%,N/A,Shimmer,$0.008118,$267
+3.43%,N/A,Shin Chan,$0.0009005,N/A
+0.00%,N/A,ShinChan Token,$0.00000000000002292,"$16,941"
+0.92%,N/A,Shine Chain,$0.02616,N/A
+0.00%,N/A,ShineChain,$0.000007975,N/A
+0.00%,N/A,ShineDAO,$0.003295,N/A
+0.00%,N/A,ShinFloki,$0.0002599,N/A
+0.00%,N/A,Shinigami,$0.06177,N/A
+0.00%,N/A,Shining Crystal Shard,$0.006553,N/A
+0.00%,N/A,Shinjarium,$0.00000000004237,N/A
+0.00%,N/A,Shinji Inu,$0.00000000000000000252,N/A
+0.00%,N/A,Shinji the Zombie Slayer,$0.0000001891,N/A
+0.00%,N/A,ShinjiRai,$0.00002548,N/A
+0.00%,N/A,SHINJIRO,$0.0000000000003,$140
+6.90%,N/A,Shinjiru Inu,$0.00000000003373,N/A
+0.00%,N/A,Shinjurai,$0.00008579,N/A
+0.00%,N/A,Shinjutsu,$0.005172,"$330,545"
-24.67%,N/A,Shinobi,$0.004329,N/A
+0.00%,N/A,Shinobi Inu,$0.00001099,N/A
-0.01%,N/A,ShinobiVerse,$0.000006501,N/A
+0.00%,N/A,Shinomics,$0.00000001746,N/A
+0.00%,N/A,Shinsekai,$0.004082,N/A
+0.00%,N/A,Shintama,$0.00000000000000001592,N/A
+0.00%,N/A,SHINU,$0.001785,N/A
+0.00%,N/A,Shiny,$0.3747,$30
-5.04%,N/A,Shiny Ore,$0.0000005776,N/A
+0.00%,N/A,ShipChain,$0.1502,N/A
+0.00%,N/A,Shipit pro,$0.001674,N/A
+0.00%,N/A,ShiPlay,$0.0000001857,N/A
+0.00%,N/A,Shira Cat,$0.00003153,N/A
+0.00%,N/A,Shira inu,$0.0000000000002014,N/A
+0.00%,N/A,Shiro Inu,$0.00000007535,$282
+0.80%,N/A,Shirushi Coin,$0.3256,N/A
+0.00%,N/A,Shisha,$0.0000000947,"$1,291"
+0.69%,N/A,Shita-kiri Suzume,$0.00000036,$60
+11.46%,N/A,Shitcoin,$0.01216,N/A
+0.00%,N/A,Shitcoin,$0.00000000007175,"$1,298"
-2.79%,N/A,Shitcoin,$0.00000001417,"$400,052"
-5.03%,N/A,Shitcoin,$0.0425,N/A
+0.00%,N/A,ShitGame (POOP),$0.00002492,N/A
+0.00%,N/A,ShitGPT,$0.00003168,N/A
+0.00%,N/A,Shitzu,$0.000612,N/A
+0.00%,N/A,Shitzu Inu,$0.0000001814,"$158,909"
+1.23%,N/A,Shiva Inu,$0.00000001977,N/A
-0.09%,N/A,Shivers,$0.0007089,N/A
+0.00%,N/A,Shiwa,$0.00000000002469,N/A
+0.00%,N/A,SHKEK,$0.004444,N/A
+0.00%,N/A,SHKOOBY INU,$0.0000000007045,N/A
+0.00%,N/A,Shockwave Finance,$0.000003731,"$105,422"
-6.09%,N/A,Shockwaves,$0.04129,"$3,914"
+1.48%,N/A,Shoki,$0.0000001159,N/A
+0.00%,N/A,ShopBot,$0.0001122,N/A
+0.00%,N/A,Shopdi,$0.07398,N/A
-3.34%,N/A,ShopNEXT,$0.3174,N/A
+0.00%,N/A,ShopNEXT,$0.02845,N/A
+0.00%,N/A,Shoppi Coin,$0.00004822,N/A
-11.32%,N/A,Shopping,$0.02126,N/A
+0.00%,N/A,Shori,$0.0001412,"$91,108"
+16.19%,N/A,shork,$0.001124,N/A
+0.00%,N/A,Short-term T-Bill Token,$0.9981,N/A
+0.00%,N/A,Shorter Finance,$0.138,N/A
+1.78%,N/A,ShowHand,$0.00003857,N/A
+0.00%,N/A,ShowTime Potocol,$0.08614,N/A
